"DATE","DATE_NAME","DATE_CODE","DATE_TYPE","DATE_TYPECODE","DATE_SORTORDER","GEOGRAPHY","GEOGRAPHY_NAME","GEOGRAPHY_CODE","GEOGRAPHY_TYPE","GEOGRAPHY_TYPECODE","GEOGRAPHY_SORTORDER","INDUSTRY","INDUSTRY_NAME","INDUSTRY_CODE","INDUSTRY_TYPE","INDUSTRY_TYPECODE","INDUSTRY_SORTORDER","EMPLOYMENT_STATUS","EMPLOYMENT_STATUS_NAME","EMPLOYMENT_STATUS_CODE","EMPLOYMENT_STATUS_TYPE","EMPLOYMENT_STATUS_TYPECODE","EMPLOYMENT_STATUS_SORTORDER","MEASURE","MEASURE_NAME","MEASURE_CODE","MEASURE_TYPE","MEASURE_TYPECODE","MEASURE_SORTORDER","MEASURES","MEASURES_NAME","OBS_VALUE","OBS_STATUS","OBS_STATUS_NAME","OBS_CONF","OBS_CONF_NAME","URN","RECORD_OFFSET","RECORD_COUNT"
"2021","2021","2021","date",0,0,"2092957698","Great Britain","K03000001","countries",499,0,"146800643","03 : Fishing and aquaculture","03","SIC 2007 division (2 digit)",35,2,"4","Employment","4","Employment",1000,3,"1","Count","1","percent",1000,0,"20100","Value",12000,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32336e1d2092957698d146800643d0d4d1d3d20100",11,608
"2021","2021","2021","date",0,0,"2092957698","Great Britain","K03000001","countries",499,0,"146800645","05 : Mining of coal and lignite","05","SIC 2007 division (2 digit)",35,3,"1","Employees","1","Employment",1000,0,"1","Count","1","percent",1000,0,"20100","Value",700,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32336e1d2092957698d146800645d0d1d1d3d20100",12,608
"2021","2021","2021","date",0,0,"2092957698","Great Britain","K03000001","countries",499,0,"146800645","05 : Mining of coal and lignite","05","SIC 2007 division (2 digit)",35,3,"2","Full-time employees","2","Employment",1000,1,"1","Count","1","percent",1000,0,"20100","Value",700,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32336e1d2092957698d146800645d0d2d1d3d20100",13,608
"2021","2021","2021","date",0,0,"2092957698","Great Britain","K03000001","countries",499,0,"146800645","05 : Mining of coal and lignite","05","SIC 2007 division (2 digit)",35,3,"3","Part-time employees","3","Employment",1000,2,"1","Count","1","percent",1000,0,"20100","Value",30,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32336e1d2092957698d146800645d0d3d1d3d20100",14,608
"2021","2021","2021","date",0,0,"2092957698","Great Britain","K03000001","countries",499,0,"146800645","05 : Mining of coal and lignite","05","SIC 2007 division (2 digit)",35,3,"4","Employment","4","Employment",1000,3,"1","Count","1","percent",1000,0,"20100","Value",700,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32336e1d2092957698d146800645d0d4d1d3d20100",15,608
"2021","2021","2021","date",0,0,"2092957698","Great Britain","K03000001","countries",499,0,"146800646","06 : Extraction of crude petroleum and natural gas","06","SIC 2007 division (2 digit)",35,4,"1","Employees","1","Employment",1000,0,"1","Count","1","percent",1000,0,"20100","Value",12000,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32336e1d2092957698d146800646d0d1d1d3d20100",16,608
"2021","2021","2021","date",0,0,"2092957698","Great Britain","K03000001","countries",499,0,"146800646","06 : Extraction of crude petroleum and natural gas","06","SIC 2007 division (2 digit)",35,4,"2","Full-time employees","2","Employment",1000,1,"1","Count","1","percent",1000,0,"20100","Value",11000,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32336e1d2092957698d146800646d0d2d1d3d20100",17,608
"2021","2021","2021","date",0,0,"2092957698","Great Britain","K03000001","countries",499,0,"146800646","06 : Extraction of crude petroleum and natural gas","06","SIC 2007 division (2 digit)",35,4,"3","Part-time employees","3","Employment",1000,2,"1","Count","1","percent",1000,0,"20100","Value",400,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32336e1d2092957698d146800646d0d3d1d3d20100",18,608
"2021","2021","2021","date",0,0,"2092957698","Great Britain","K03000001","countries",499,0,"146800646","06 : Extraction of crude petroleum and natural gas","06","SIC 2007 division (2 digit)",35,4,"4","Employment","4","Employment",1000,3,"1","Count","1","percent",1000,0,"20100","Value",12000,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32336e1d2092957698d146800646d0d4d1d3d20100",19,608
"2021","2021","2021","date",0,0,"2092957698","Great Britain","K03000001","countries",499,0,"146800647","07 : Mining of metal ores","07","SIC 2007 division (2 digit)",35,5,"1","Employees","1","Employment",1000,0,"1","Count","1","percent",1000,0,"20100","Value",0,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32336e1d2092957698d146800647d0d1d1d3d20100",20,608
"2021","2021","2021","date",0,0,"2092957698","Great Britain","K03000001","countries",499,0,"146800647","07 : Mining of metal ores","07","SIC 2007 division (2 digit)",35,5,"2","Full-time employees","2","Employment",1000,1,"1","Count","1","percent",1000,0,"20100","Value",0,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32336e1d2092957698d146800647d0d2d1d3d20100",21,608
"2021","2021","2021","date",0,0,"2092957698","Great Britain","K03000001","countries",499,0,"146800647","07 : Mining of metal ores","07","SIC 2007 division (2 digit)",35,5,"3","Part-time employees","3","Employment",1000,2,"1","Count","1","percent",1000,0,"20100","Value",0,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32336e1d2092957698d146800647d0d3d1d3d20100",22,608
"2021","2021","2021","date",0,0,"2092957698","Great Britain","K03000001","countries",499,0,"146800647","07 : Mining of metal ores","07","SIC 2007 division (2 digit)",35,5,"4","Employment","4","Employment",1000,3,"1","Count","1","percent",1000,0,"20100","Value",0,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32336e1d2092957698d146800647d0d4d1d3d20100",23,608
"2021","2021","2021","date",0,0,"2092957698","Great Britain","K03000001","countries",499,0,"146800648","08 : Other mining and quarrying","08","SIC 2007 division (2 digit)",35,6,"1","Employees","1","Employment",1000,0,"1","Count","1","percent",1000,0,"20100","Value",17000,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32336e1d2092957698d146800648d0d1d1d3d20100",24,608
"2021","2021","2021","date",0,0,"2092957698","Great Britain","K03000001","countries",499,0,"146800648","08 : Other mining and quarrying","08","SIC 2007 division (2 digit)",35,6,"2","Full-time employees","2","Employment",1000,1,"1","Count","1","percent",1000,0,"20100","Value",17000,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32336e1d2092957698d146800648d0d2d1d3d20100",25,608
"2021","2021","2021","date",0,0,"2092957698","Great Britain","K03000001","countries",499,0,"146800648","08 : Other mining and quarrying","08","SIC 2007 division (2 digit)",35,6,"3","Part-time employees","3","Employment",1000,2,"1","Count","1","percent",1000,0,"20100","Value",700,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32336e1d2092957698d146800648d0d3d1d3d20100",26,608
"2021","2021","2021","date",0,0,"2092957698","Great Britain","K03000001","countries",499,0,"146800648","08 : Other mining and quarrying","08","SIC 2007 division (2 digit)",35,6,"4","Employment","4","Employment",1000,3,"1","Count","1","percent",1000,0,"20100","Value",17000,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32336e1d2092957698d146800648d0d4d1d3d20100",27,608
"2021","2021","2021","date",0,0,"2092957698","Great Britain","K03000001","countries",499,0,"146800649","09 : Mining support service activities","09","SIC 2007 division (2 digit)",35,7,"1","Employees","1","Employment",1000,0,"1","Count","1","percent",1000,0,"20100","Value",15000,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32336e1d2092957698d146800649d0d1d1d3d20100",28,608
"2021","2021","2021","date",0,0,"2092957698","Great Britain","K03000001","countries",499,0,"146800649","09 : Mining support service activities","09","SIC 2007 division (2 digit)",35,7,"2","Full-time employees","2","Employment",1000,1,"1","Count","1","percent",1000,0,"20100","Value",15000,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32336e1d2092957698d146800649d0d2d1d3d20100",29,608
"2021","2021","2021","date",0,0,"2092957698","Great Britain","K03000001","countries",499,0,"146800649","09 : Mining support service activities","09","SIC 2007 division (2 digit)",35,7,"3","Part-time employees","3","Employment",1000,2,"1","Count","1","percent",1000,0,"20100","Value",500,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32336e1d2092957698d146800649d0d3d1d3d20100",30,608
"2021","2021","2021","date",0,0,"2092957698","Great Britain","K03000001","countries",499,0,"146800649","09 : Mining support service activities","09","SIC 2007 division (2 digit)",35,7,"4","Employment","4","Employment",1000,3,"1","Count","1","percent",1000,0,"20100","Value",15000,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32336e1d2092957698d146800649d0d4d1d3d20100",31,608
"2021","2021","2021","date",0,0,"2092957698","Great Britain","K03000001","countries",499,0,"146800652","12 : Manufacture of tobacco products","12","SIC 2007 division (2 digit)",35,8,"1","Employees","1","Employment",1000,0,"1","Count","1","percent",1000,0,"20100","Value",250,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32336e1d2092957698d146800652d0d1d1d3d20100",32,608
"2021","2021","2021","date",0,0,"2092957698","Great Britain","K03000001","countries",499,0,"146800652","12 : Manufacture of tobacco products","12","SIC 2007 division (2 digit)",35,8,"2","Full-time employees","2","Employment",1000,1,"1","Count","1","percent",1000,0,"20100","Value",200,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32336e1d2092957698d146800652d0d2d1d3d20100",33,608
"2021","2021","2021","date",0,0,"2092957698","Great Britain","K03000001","countries",499,0,"146800652","12 : Manufacture of tobacco products","12","SIC 2007 division (2 digit)",35,8,"3","Part-time employees","3","Employment",1000,2,"1","Count","1","percent",1000,0,"20100","Value",30,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32336e1d2092957698d146800652d0d3d1d3d20100",34,608
"2021","2021","2021","date",0,0,"2092957698","Great Britain","K03000001","countries",499,0,"146800652","12 : Manufacture of tobacco products","12","SIC 2007 division (2 digit)",35,8,"4","Employment","4","Employment",1000,3,"1","Count","1","percent",1000,0,"20100","Value",250,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32336e1d2092957698d146800652d0d4d1d3d20100",35,608
"2021","2021","2021","date",0,0,"2092957698","Great Britain","K03000001","countries",499,0,"146800653","13 : Manufacture of textiles","13","SIC 2007 division (2 digit)",35,9,"1","Employees","1","Employment",1000,0,"1","Count","1","percent",1000,0,"20100","Value",51000,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32336e1d2092957698d146800653d0d1d1d3d20100",36,608
"2021","2021","2021","date",0,0,"2092957698","Great Britain","K03000001","countries",499,0,"146800653","13 : Manufacture of textiles","13","SIC 2007 division (2 digit)",35,9,"2","Full-time employees","2","Employment",1000,1,"1","Count","1","percent",1000,0,"20100","Value",41000,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32336e1d2092957698d146800653d0d2d1d3d20100",37,608
"2021","2021","2021","date",0,0,"2092957698","Great Britain","K03000001","countries",499,0,"146800653","13 : Manufacture of textiles","13","SIC 2007 division (2 digit)",35,9,"3","Part-time employees","3","Employment",1000,2,"1","Count","1","percent",1000,0,"20100","Value",10000,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32336e1d2092957698d146800653d0d3d1d3d20100",38,608
"2021","2021","2021","date",0,0,"2092957698","Great Britain","K03000001","countries",499,0,"146800653","13 : Manufacture of textiles","13","SIC 2007 division (2 digit)",35,9,"4","Employment","4","Employment",1000,3,"1","Count","1","percent",1000,0,"20100","Value",52000,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32336e1d2092957698d146800653d0d4d1d3d20100",39,608
"2021","2021","2021","date",0,0,"2092957698","Great Britain","K03000001","countries",499,0,"146800654","14 : Manufacture of wearing apparel","14","SIC 2007 division (2 digit)",35,10,"1","Employees","1","Employment",1000,0,"1","Count","1","percent",1000,0,"20100","Value",20000,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32336e1d2092957698d146800654d0d1d1d3d20100",40,608
"2021","2021","2021","date",0,0,"2092957698","Great Britain","K03000001","countries",499,0,"146800654","14 : Manufacture of wearing apparel","14","SIC 2007 division (2 digit)",35,10,"2","Full-time employees","2","Employment",1000,1,"1","Count","1","percent",1000,0,"20100","Value",15000,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32336e1d2092957698d146800654d0d2d1d3d20100",41,608
"2021","2021","2021","date",0,0,"2092957698","Great Britain","K03000001","countries",499,0,"146800654","14 : Manufacture of wearing apparel","14","SIC 2007 division (2 digit)",35,10,"3","Part-time employees","3","Employment",1000,2,"1","Count","1","percent",1000,0,"20100","Value",4500,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32336e1d2092957698d146800654d0d3d1d3d20100",42,608
"2021","2021","2021","date",0,0,"2092957698","Great Britain","K03000001","countries",499,0,"146800654","14 : Manufacture of wearing apparel","14","SIC 2007 division (2 digit)",35,10,"4","Employment","4","Employment",1000,3,"1","Count","1","percent",1000,0,"20100","Value",21000,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32336e1d2092957698d146800654d0d4d1d3d20100",43,608
"2021","2021","2021","date",0,0,"2092957698","Great Britain","K03000001","countries",499,0,"146800655","15 : Manufacture of leather and related products","15","SIC 2007 division (2 digit)",35,11,"1","Employees","1","Employment",1000,0,"1","Count","1","percent",1000,0,"20100","Value",7000,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32336e1d2092957698d146800655d0d1d1d3d20100",44,608
"2021","2021","2021","date",0,0,"2092957698","Great Britain","K03000001","countries",499,0,"146800655","15 : Manufacture of leather and related products","15","SIC 2007 division (2 digit)",35,11,"2","Full-time employees","2","Employment",1000,1,"1","Count","1","percent",1000,0,"20100","Value",5000,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32336e1d2092957698d146800655d0d2d1d3d20100",45,608
"2021","2021","2021","date",0,0,"2092957698","Great Britain","K03000001","countries",499,0,"146800655","15 : Manufacture of leather and related products","15","SIC 2007 division (2 digit)",35,11,"3","Part-time employees","3","Employment",1000,2,"1","Count","1","percent",1000,0,"20100","Value",1750,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32336e1d2092957698d146800655d0d3d1d3d20100",46,608
"2021","2021","2021","date",0,0,"2092957698","Great Britain","K03000001","countries",499,0,"146800655","15 : Manufacture of leather and related products","15","SIC 2007 division (2 digit)",35,11,"4","Employment","4","Employment",1000,3,"1","Count","1","percent",1000,0,"20100","Value",7000,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32336e1d2092957698d146800655d0d4d1d3d20100",47,608
"2021","2021","2021","date",0,0,"2092957698","Great Britain","K03000001","countries",499,0,"146800656","16 : Manufacture of wood and of products of wood and cork, except furniture;manufacture of articles of straw and plaiting materials","16","SIC 2007 division (2 digit)",35,12,"1","Employees","1","Employment",1000,0,"1","Count","1","percent",1000,0,"20100","Value",66000,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32336e1d2092957698d146800656d0d1d1d3d20100",48,608
"2021","2021","2021","date",0,0,"2092957698","Great Britain","K03000001","countries",499,0,"146800656","16 : Manufacture of wood and of products of wood and cork, except furniture;manufacture of articles of straw and plaiting materials","16","SIC 2007 division (2 digit)",35,12,"2","Full-time employees","2","Employment",1000,1,"1","Count","1","percent",1000,0,"20100","Value",60000,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32336e1d2092957698d146800656d0d2d1d3d20100",49,608
"2021","2021","2021","date",0,0,"2092957698","Great Britain","K03000001","countries",499,0,"146800656","16 : Manufacture of wood and of products of wood and cork, except furniture;manufacture of articles of straw and plaiting materials","16","SIC 2007 division (2 digit)",35,12,"3","Part-time employees","3","Employment",1000,2,"1","Count","1","percent",1000,0,"20100","Value",6000,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32336e1d2092957698d146800656d0d3d1d3d20100",50,608
"2021","2021","2021","date",0,0,"2092957698","Great Britain","K03000001","countries",499,0,"146800656","16 : Manufacture of wood and of products of wood and cork, except furniture;manufacture of articles of straw and plaiting materials","16","SIC 2007 division (2 digit)",35,12,"4","Employment","4","Employment",1000,3,"1","Count","1","percent",1000,0,"20100","Value",72000,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32336e1d2092957698d146800656d0d4d1d3d20100",51,608
"2021","2021","2021","date",0,0,"2092957698","Great Britain","K03000001","countries",499,0,"146800657","17 : Manufacture of paper and paper products","17","SIC 2007 division (2 digit)",35,13,"1","Employees","1","Employment",1000,0,"1","Count","1","percent",1000,0,"20100","Value",50000,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32336e1d2092957698d146800657d0d1d1d3d20100",52,608
"2021","2021","2021","date",0,0,"2092957698","Great Britain","K03000001","countries",499,0,"146800657","17 : Manufacture of paper and paper products","17","SIC 2007 division (2 digit)",35,13,"2","Full-time employees","2","Employment",1000,1,"1","Count","1","percent",1000,0,"20100","Value",47000,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32336e1d2092957698d146800657d0d2d1d3d20100",53,608
"2021","2021","2021","date",0,0,"2092957698","Great Britain","K03000001","countries",499,0,"146800657","17 : Manufacture of paper and paper products","17","SIC 2007 division (2 digit)",35,13,"3","Part-time employees","3","Employment",1000,2,"1","Count","1","percent",1000,0,"20100","Value",3000,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32336e1d2092957698d146800657d0d3d1d3d20100",54,608
"2021","2021","2021","date",0,0,"2092957698","Great Britain","K03000001","countries",499,0,"146800657","17 : Manufacture of paper and paper products","17","SIC 2007 division (2 digit)",35,13,"4","Employment","4","Employment",1000,3,"1","Count","1","percent",1000,0,"20100","Value",50000,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32336e1d2092957698d146800657d0d4d1d3d20100",55,608
"2021","2021","2021","date",0,0,"2092957698","Great Britain","K03000001","countries",499,0,"146800658","18 : Printing and reproduction of recorded media","18","SIC 2007 division (2 digit)",35,14,"1","Employees","1","Employment",1000,0,"1","Count","1","percent",1000,0,"20100","Value",71000,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32336e1d2092957698d146800658d0d1d1d3d20100",56,608
"2021","2021","2021","date",0,0,"2092957698","Great Britain","K03000001","countries",499,0,"146800658","18 : Printing and reproduction of recorded media","18","SIC 2007 division (2 digit)",35,14,"2","Full-time employees","2","Employment",1000,1,"1","Count","1","percent",1000,0,"20100","Value",58000,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32336e1d2092957698d146800658d0d2d1d3d20100",57,608
"2021","2021","2021","date",0,0,"2092957698","Great Britain","K03000001","countries",499,0,"146800658","18 : Printing and reproduction of recorded media","18","SIC 2007 division (2 digit)",35,14,"3","Part-time employees","3","Employment",1000,2,"1","Count","1","percent",1000,0,"20100","Value",13000,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32336e1d2092957698d146800658d0d3d1d3d20100",58,608
"2021","2021","2021","date",0,0,"2092957698","Great Britain","K03000001","countries",499,0,"146800658","18 : Printing and reproduction of recorded media","18","SIC 2007 division (2 digit)",35,14,"4","Employment","4","Employment",1000,3,"1","Count","1","percent",1000,0,"20100","Value",73000,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32336e1d2092957698d146800658d0d4d1d3d20100",59,608
"2021","2021","2021","date",0,0,"2092957698","Great Britain","K03000001","countries",499,0,"146800659","19 : Manufacture of coke and refined petroleum products","19","SIC 2007 division (2 digit)",35,15,"1","Employees","1","Employment",1000,0,"1","Count","1","percent",1000,0,"20100","Value",9000,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32336e1d2092957698d146800659d0d1d1d3d20100",60,608
"2021","2021","2021","date",0,0,"2092957698","Great Britain","K03000001","countries",499,0,"146800659","19 : Manufacture of coke and refined petroleum products","19","SIC 2007 division (2 digit)",35,15,"2","Full-time employees","2","Employment",1000,1,"1","Count","1","percent",1000,0,"20100","Value",8000,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32336e1d2092957698d146800659d0d2d1d3d20100",61,608
"2021","2021","2021","date",0,0,"2092957698","Great Britain","K03000001","countries",499,0,"146800659","19 : Manufacture of coke and refined petroleum products","19","SIC 2007 division (2 digit)",35,15,"3","Part-time employees","3","Employment",1000,2,"1","Count","1","percent",1000,0,"20100","Value",300,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32336e1d2092957698d146800659d0d3d1d3d20100",62,608
"2021","2021","2021","date",0,0,"2092957698","Great Britain","K03000001","countries",499,0,"146800659","19 : Manufacture of coke and refined petroleum products","19","SIC 2007 division (2 digit)",35,15,"4","Employment","4","Employment",1000,3,"1","Count","1","percent",1000,0,"20100","Value",9000,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32336e1d2092957698d146800659d0d4d1d3d20100",63,608
"2021","2021","2021","date",0,0,"2092957698","Great Britain","K03000001","countries",499,0,"146800661","21 : Manufacture of basic pharmaceutical products and pharmaceutical preparations","21","SIC 2007 division (2 digit)",35,16,"1","Employees","1","Employment",1000,0,"1","Count","1","percent",1000,0,"20100","Value",38000,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32336e1d2092957698d146800661d0d1d1d3d20100",64,608
"2021","2021","2021","date",0,0,"2092957698","Great Britain","K03000001","countries",499,0,"146800661","21 : Manufacture of basic pharmaceutical products and pharmaceutical preparations","21","SIC 2007 division (2 digit)",35,16,"2","Full-time employees","2","Employment",1000,1,"1","Count","1","percent",1000,0,"20100","Value",36000,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32336e1d2092957698d146800661d0d2d1d3d20100",65,608
"2021","2021","2021","date",0,0,"2092957698","Great Britain","K03000001","countries",499,0,"146800661","21 : Manufacture of basic pharmaceutical products and pharmaceutical preparations","21","SIC 2007 division (2 digit)",35,16,"3","Part-time employees","3","Employment",1000,2,"1","Count","1","percent",1000,0,"20100","Value",2000,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32336e1d2092957698d146800661d0d3d1d3d20100",66,608
"2021","2021","2021","date",0,0,"2092957698","Great Britain","K03000001","countries",499,0,"146800661","21 : Manufacture of basic pharmaceutical products and pharmaceutical preparations","21","SIC 2007 division (2 digit)",35,16,"4","Employment","4","Employment",1000,3,"1","Count","1","percent",1000,0,"20100","Value",38000,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32336e1d2092957698d146800661d0d4d1d3d20100",67,608
"2021","2021","2021","date",0,0,"2092957698","Great Britain","K03000001","countries",499,0,"146800662","22 : Manufacture of rubber and plastic products","22","SIC 2007 division (2 digit)",35,17,"1","Employees","1","Employment",1000,0,"1","Count","1","percent",1000,0,"20100","Value",147000,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32336e1d2092957698d146800662d0d1d1d3d20100",68,608
"2021","2021","2021","date",0,0,"2092957698","Great Britain","K03000001","countries",499,0,"146800662","22 : Manufacture of rubber and plastic products","22","SIC 2007 division (2 digit)",35,17,"2","Full-time employees","2","Employment",1000,1,"1","Count","1","percent",1000,0,"20100","Value",136000,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32336e1d2092957698d146800662d0d2d1d3d20100",69,608
